Date,Returns_France 10Y,Returns_U.S. 10Y,Returns_Japan 10Y,Returns_Germany 10Y,Returns_U.K. 10Y,Returns_India 10Y,Returns_South Korea 10Y,Returns_Russia 10Y,Returns_Spain 10Y,Returns_Mexico 10Y,Returns_Indonesia 10Y,Returns_Netherlands 10Y,Returns_Switzerland 10Y,Returns_Taiwan 10Y,Returns_Poland 10Y,Returns_Belgium 10Y,Returns_Thailand 10Y,Returns_Austria 10Y,Returns_Norway 10Y,Returns_Hong Kong 10Y,Returns_Israel 10Y,Returns_Philippines 10Y,Returns_Malaysia 10Y,Returns_Ireland 10Y,Returns_Greece 10Y,Returns_Czech Republic 10Y,Returns_Hungary 10Y,Volatility_France 10Y,Volatility_U.S. 10Y,Volatility_Japan 10Y,Volatility_Germany 10Y,Volatility_U.K. 10Y,Volatility_India 10Y,Volatility_South Korea 10Y,Volatility_Russia 10Y,Volatility_Spain 10Y,Volatility_Mexico 10Y,Volatility_Indonesia 10Y,Volatility_Netherlands 10Y,Volatility_Switzerland 10Y,Volatility_Taiwan 10Y,Volatility_Poland 10Y,Volatility_Belgium 10Y,Volatility_Thailand 10Y,Volatility_Austria 10Y,Volatility_Norway 10Y,Volatility_Hong Kong 10Y,Volatility_Israel 10Y,Volatility_Philippines 10Y,Volatility_Malaysia 10Y,Volatility_Ireland 10Y,Volatility_Greece 10Y,Volatility_Czech Republic 10Y,Volatility_Hungary 10Y,Classification_1D_Global
2006-07-18,-0.023536327379149524,0.013525639893887434,-0.042016283788749366,-0.02135665973215192,-0.009913874301331976,0.0021520811749377107,-0.01732478365730602,-0.0008854782160619908,-0.0039810950814012525,-0.0034582167029568295,0.026295947870512006,-0.005942082351236385,-0.00923630011951099,-0.01927549352832732,-0.02261291047358978,-0.023687265889599636,-0.005300365765841052,-0.0074001324382771995,-0.0094091342474421,0.0,0.01980262729617973,0.026930125947829703,0.0013965089551396664,-0.004237822620492958,-0.00783414144981033,0.00668071271106046,-0.012953549000391152,0.0005539587064985035,0.00018294293453911928,0.0017653681034167227,0.0004561069149149193,9.828490366261058e-05,4.631453383521277e-06,0.0003001481287724577,7.840716711203256e-07,1.5849118047157244e-05,1.1959262764609605e-05,0.0006914768744086849,3.5308342668874925e-05,8.530923989767874e-05,0.0003715446507605884,0.0005113437200865863,0.0005610865653245904,2.8093877251699797e-05,5.476196010404245e-05,8.85318072863878e-05,0.0,0.0003921440478314025,0.0007252316835659707,1.950237261785283e-06,1.79591405627618e-05,6.137377225563631e-05,4.4631922327724795e-05,0.00016779443170553463,0
2006-07-20,-0.0015052687237623915,-0.020854582276012144,-0.007633624855071095,-0.0012558082775602304,-0.00043327557003634793,-0.008515793591447753,-0.009756174945364798,-0.0032534781730331266,-0.01103044525572269,-0.02218421391038073,-0.0030485382615068756,-0.00672732074942649,-0.006803965371061547,-0.013529480924600452,-0.022399188313626143,-0.0017493444421141603,-0.0008861320916577988,-0.00471523395034621,0.0052891925077139445,-0.005595289698749056,-0.006051455683355267,-0.019175485860989477,-0.019527545517416922,-0.008781890587810209,-0.006730906228905588,0.004920059125449853,-0.01975047741741637,2.2658339307372588e-06,0.00043491360190695986,5.827222842795919e-05,1.5770544299887927e-06,1.8772771959032223e-07,7.25187404921426e-05,9.518294956456382e-05,1.0585120222402972e-05,0.00012167072253949519,0.0004921393468215299,9.293585531871364e-06,4.5256844465664186e-05,4.62939447706047e-05,0.0001830468540891275,0.0005017236371092859,3.0602059771557028e-06,7.852300838658256e-07,2.2233431206497523e-05,2.7975557383657325e-05,3.13072668129273e-05,3.6620115887612764e-05,0.0003676992580050073,0.0003813250339347897,7.712160229626954e-05,4.530509866232005e-05,2.4206981797922372e-05,0.00039008135821587403,0
2006-07-25,-0.003269209500408121,0.007723575378564446,0.03284279032743928,-0.004534012805012063,-0.003038196781484,-0.009196579822614513,0.005865119452398058,-0.0038587165718307,0.0005040322687352379,-0.007109034679106443,0.04646888435532151,-0.003255292720672625,-0.02768847191158964,0.002814260769245438,-0.00036839197322129444,-0.0035078963558566054,-0.008904778342959722,-0.0069895441817120745,-0.008059916977100286,-0.006044833414272571,-0.006088298867255293,-0.0004890214777880325,-0.021369212563113766,-0.0025233422422523033,-0.0060733660170822976,-0.008873610111550367,-0.009352105570280175,1.0687730757558717e-05,5.965361662836693e-05,0.0010786488764921393,2.0557272116013353e-05,9.230639683019736e-06,8.457708043372038e-05,3.439962619089809e-05,1.488969358172087e-05,2.5404852792639107e-07,5.053837406873805e-05,0.0021593572132282443,1.0596930697264182e-05,0.0007666514767988885,7.920063677313924e-06,1.3571264593387892e-07,1.2305336843432052e-05,7.929507733724448e-05,4.885372786810511e-05,6.496226167774942e-05,3.654001100630619e-05,3.706738309702209e-05,2.391420057379912e-07,0.0004566432455675392,6.367256071534881e-06,3.688577477745009e-05,7.874095641180892e-05,8.746187859766548e-05,0
2006-07-26,0.001761671526454429,-0.006134381559793778,-0.0074428839070784245,0.0007570978279620176,0.006715069097362506,0.0015791075252206564,-0.0019512201312616936,0.0008917955406732369,0.0015105743053668514,0.004744967384225733,-0.06905861554535593,0.0007521625025541085,0.013940064329329812,-0.001875293564107814,0.012631746905900564,0.0,-0.007181359408664697,0.005744988949507391,0.006912469920623581,0.0,-0.0030581063588207735,-0.004117249223711111,0.0068302035169243835,0.0015147692873675469,0.005141399500418652,-0.0002476166906298846,0.005354765137659867,3.1034865671202775e-06,3.763063712113794e-05,5.5396520854247e-05,5.731971211048048e-07,4.50921529823529e-05,2.493580576208506e-06,3.807260000640901e-06,7.95299286364671e-07,2.2818347320345455e-06,2.2514715477365994e-05,0.004769092381041276,5.657484302484593e-07,0.0001943253935058534,3.5167259515841876e-06,0.00015956102989472847,0.0,5.157192295641696e-05,3.300489802996203e-05,4.778224040352577e-05,0.0,9.35201450186005e-06,1.6951741170149747e-05,4.6651680082606215e-05,2.294525993951986e-06,2.6433988822905168e-05,6.131402547849598e-08,2.8673509679497495e-05,0
2006-07-27,0.0007540530707927819,0.000396904152858668,0.007442883907078443,0.0015124782313575191,-0.005411854316914024,-0.002187121163456657,-0.005876608488985042,-0.0008917955406732586,-0.005297023357870009,-0.027596232300993822,0.002134472528632841,-0.005277057100843893,-0.006578971098042623,-0.008482614482560349,0.0052617376227015,0.0035078963558565638,-0.010869672236903768,-0.008755528102378582,-0.006912469920623563,-0.017505455982146974,0.0076278020488860674,-0.016141361492749584,-0.005999811108817661,-0.004804662169904015,-0.006782858422150649,-0.011457161441428283,-0.00804293879946041,5.685960335720241e-07,1.575329065564569e-07,5.539652085424727e-05,2.2875904003303694e-06,2.928816714750096e-05,4.7834989836400006e-06,3.4534527332811056e-05,7.952992863647096e-07,2.805845645382047e-05,0.0007615520372104147,4.555972975488275e-06,2.7847331645566955e-05,4.3282860708880155e-05,7.195474845974257e-05,2.7685882810152427e-05,1.230533684343176e-05,0.00011814977453771655,7.665927235154109e-05,4.778224040352552e-05,0.0003064409891428853,5.818336409699049e-05,0.0002605435508396191,3.5997733341491815e-05,2.3084778566906757e-05,4.600716837493999e-05,0.00013126654829495103,6.468886453186567e-05,0
2006-07-31,-0.012133617011426203,-0.010371054265487194,0.02665430853720582,-0.011909427471683526,-0.003479020686694918,0.0020657398438925123,-0.007889587275162932,-0.0005949725000739415,-0.008381001438230683,0.03584613177313566,-0.01795588352025467,-0.008095161839327824,-0.009580029052972932,-0.005219466179160302,0.005414198390872541,-0.012331853773696031,0.0018198367169858993,-0.007819436991834012,0.0020787627303244967,-0.01414208270582836,-0.01840542754271541,-0.014479891000314613,-0.03183572323388607,-0.007633624855071095,-0.006356701805101557,-0.006030169026591188,-0.0053981237695573695,0.00014722466177997134,0.00010755876657768012,0.000710452163596563,0.00014183446270329026,1.210358493845118e-05,4.267281102645061e-06,6.224558737241286e-05,3.539922758442363e-07,7.024118510762478e-05,0.0012849451630970062,0.0003224137529929533,6.553164520490944e-05,9.177695665580545e-05,2.724282719539824e-05,2.9313544215726813e-05,0.00015207461749582103,3.3118056764900162e-06,6.114359486926213e-05,4.321254488986156e-06,0.00019999850325848957,0.000338759763030147,0.00020966724338099211,0.0010135132738245932,5.827222842795919e-05,4.040765783898139e-05,3.636293848925971e-05,2.9139740231460265e-05,0
2006-08-02,-0.00127242668904753,-0.0046217303206542455,-0.021898685307637573,-0.0002549394532609067,0.005647278257766781,0.006292373133314465,-0.013958352250706801,-0.0013399838229237657,0.001274372544074861,-0.005885832177261256,-0.0077110431532125,0.002029942336237023,-0.0011113170249144291,-0.007161644359695507,0.010741241831412616,-0.0012669455641233017,0.0018165309263977853,0.001771031455953249,-0.003467009135603125,-0.0049756727856160405,-0.0031007776782481593,-0.023571495101065067,0.00406200451625957,0.0007659900795826371,0.001416096531193017,-0.009113987137706205,0.021419828300823045,1.6190696790004598e-06,2.1360391156854793e-05,0.0004795524182029417,6.499412482897003e-08,3.189175172064541e-05,3.95939596488577e-05,0.00019483559755481162,1.79555664569739e-06,1.6240253810918337e-06,3.464302041888397e-05,5.9460186510705375e-05,4.120665888447422e-06,1.235025529864658e-06,5.1289149934758466e-05,0.00011537427608088825,1.605151062451711e-06,3.299784606559596e-06,3.136552417975885e-06,1.2020152346355529e-05,2.475731966952009e-05,9.614822209922046e-06,0.0005556153812995345,1.6499880690113144e-05,5.867408020190146e-07,2.0053293856568955e-06,8.306476154627414e-05,0.0004588090444367399,0
2006-08-07,-0.00229445607352352,-0.008495196721072353,-0.027252554872216724,-0.003575993593618318,0.01739174271186924,-0.004230891775112027,0.004008021397538647,-0.0026853663757701006,-0.006131853653349885,-0.02148053951675962,0.002101282555051525,-0.005592287070422019,-0.0003707136279712024,-0.0009587728442990661,-0.014166828882679781,-0.0022845548710224567,-0.00545952220489887,-0.0048144017988652615,-0.0004631774052235843,-0.02303491121451571,-0.009360442759563808,-0.010319578732632341,-0.00878608459235175,-0.003579650971503049,-0.00591367779004774,-0.007658960084000642,-0.003981425299184922,5.264528673328968e-06,7.216836732971846e-05,0.0007427017470631835,1.2787730181599253e-05,0.0003024727145558568,1.79004452127106e-05,1.6064235523127647e-05,7.211192572116645e-06,3.759962922610033e-05,0.00046141357793107163,4.415388376163866e-06,3.127367467800929e-05,1.3742859396357103e-07,9.192453669653213e-07,0.00020069904059113005,5.219190958712434e-06,2.980638270578382e-05,2.3178464680917067e-05,2.145333087096524e-07,0.0005306071346606216,8.761788865507051e-05,0.00010649370521899773,7.719528246396083e-05,1.2813901077782724e-05,3.497158500450392e-05,5.8659669568315115e-05,1.5851747412989746e-05,0
2006-08-08,-0.0010214505484645643,0.0004061738479886077,0.0,-0.003588827230528318,-0.0057637047167501294,0.0009686403469558991,-0.008032171697264267,0.0011943865259837006,-0.004623691771841089,-0.003625381614316857,-0.012844523387145593,-0.004086851154481986,-0.003714714524238828,0.0033516909519117643,0.008810629682154906,-0.0010170354296432653,-0.0018264845260344098,-0.0022886214693809827,0.0004631774052234874,0.0035445318457255075,0.007806440892829492,-0.011698505127898936,-0.0019390289388937004,-0.0035925109204910277,-0.0033269992665737815,-0.004366258381308749,-0.0013306721857050613,1.0433612229585592e-06,1.6497719478987257e-07,0.0,1.2879680890581557e-05,3.322029206188769e-05,9.382641217508446e-07,6.451578217433313e-05,1.4265591734514131e-06,2.137852560099099e-05,1.31433918494267e-05,0.00016498178104293012,1.6702352358890743e-05,1.3799103996590903e-05,1.1233832237127189e-05,7.762719539606906e-05,1.0343610651496613e-06,3.3360457238431424e-06,5.2377882301115686e-06,2.1453330870956266e-07,1.2563706005362274e-05,6.0940519413240516e-05,0.0001368550222274777,3.7598332258672297e-06,1.2906134713847292e-05,1.106892411978248e-05,1.9064212252348895e-05,1.7706884658090853e-06,0
2006-08-09,-0.0043528426173123965,0.003243465239560848,0.011847203725990432,-0.0007707129475914402,-0.001071007920732765,-0.0174575635454608,0.0,-0.0008956561279445173,0.009481172881116188,-0.004854378464798088,-0.009313520562423277,0.009172038822556664,0.000372093027548991,-0.013959312113561684,-0.0010746911297655202,-0.001782304736606666,0.0018264845260345028,0.008113634774169631,0.006462058028091024,-0.004210532536343494,-0.0015564205476581953,-0.0026537885114451057,-0.0012947779107087194,0.008702384072761745,0.007588369351541669,-0.004902603033471495,-0.0013324452337786009,1.8947238851091036e-05,1.0520066760239507e-05,0.00014035623612512155,5.93998447585086e-07,1.1470579662723204e-06,0.00030476652494380185,0.0,8.021998995245655e-07,8.989263920161304e-05,2.3564990279495446e-05,8.67416652666812e-05,8.412629616248663e-05,1.384532211505742e-07,0.00019486239468382996,1.1549610243966901e-06,3.176610174130557e-06,3.3360457238434825e-06,6.583106924861468e-05,4.1758193958415656e-05,1.772858423960718e-05,2.4224449211726364e-06,7.04259346347803e-06,1.6764498380592365e-06,7.573148854985729e-05,5.758334941541694e-05,2.4035516503803902e-05,1.7754103010193104e-06,0
